strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
190401040902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401040903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401040904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401040905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041708,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041908,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401041909,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190401042207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402010403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020109,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020110,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020111,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020808,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020908,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402020909,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021109,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402021509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030409,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030410,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030411,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030611,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030612,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030708,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030808,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030809,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402030904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031007,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031008,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031009,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
