strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
190402031107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031309,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402031508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040808,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040809,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040810,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040811,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402040902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041309,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402041706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050708,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402050905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051007,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051008,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190402051206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
